datetime,open,high,low,close,volume,oi,name,symbol,strike,expiry,contract_type,side
2026-07-17 09:33:00,20.4,20.5,20.0,20.0,42000.0,4971500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:34:00,20.1,20.6,20.05,20.6,60000.0,4972500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:35:00,20.5,20.9,20.45,20.75,49000.0,4949500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:36:00,20.8,20.8,20.55,20.65,12500.0,4959000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:37:00,20.65,21.3,20.4,21.2,52000.0,4950500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:38:00,21.2,22.65,21.2,22.45,184500.0,4953000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:39:00,22.45,22.5,21.7,22.5,120000.0,4893500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:40:00,22.45,22.9,22.3,22.7,103000.0,4885000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:41:00,22.75,23.3,22.25,22.9,185000.0,4885500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:42:00,23.05,24.4,22.9,24.15,223000.0,4848500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:43:00,24.05,25.2,23.9,24.05,326500.0,4830000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:44:00,24.15,24.8,23.75,24.5,89000.0,4888000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:45:00,24.6,24.95,24.15,24.25,122500.0,4900000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:46:00,24.3,24.9,24.0,24.9,103500.0,4941000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:47:00,24.9,25.8,24.9,25.6,214000.0,4934000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:48:00,25.5,27.85,25.5,26.7,472000.0,4892000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:49:00,26.75,27.4,25.85,27.0,274500.0,4911000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:50:00,26.85,27.3,26.5,27.05,151500.0,4982500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:51:00,27.15,27.15,25.9,26.3,130000.0,5011500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:52:00,26.35,26.8,26.0,26.45,144500.0,5020000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:53:00,26.35,26.5,25.95,26.25,52500.0,4971000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:54:00,26.25,27.3,26.25,27.2,88000.0,4976000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:55:00,27.3,28.2,27.3,28.0,215000.0,4927500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:56:00,28.05,28.05,26.65,27.1,119500.0,4922000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:57:00,27.25,27.25,26.25,26.75,99500.0,4953000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:58:00,26.75,27.3,26.5,27.3,74000.0,4962500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 09:59:00,27.35,27.45,27.05,27.25,52000.0,4975000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 10:00:00,27.25,27.5,26.75,26.9,76500.0,4988500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 10:01:00,26.85,27.15,26.75,27.0,43500.0,5005500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 10:02:00,26.9,27.0,26.7,26.85,27000.0,4996500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 10:03:00,26.8,27.1,25.6,26.15,92000.0,4995500.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
2026-07-17 10:04:00,26.15,26.45,25.85,26.15,57000.0,5012000.0,RELIANCE,RELIANCE23JUN2214000CE,1320.0,2026-07-28,OPT,CE
